symbol,token,name
TTKHLTCARE-EQ,11369,TTKHLTCARE
CCL-EQ,11452,CCL
COFORGE-EQ,11543,COFORGE
TRACXN-EQ,11582,TRACXN
FORCEMOT-EQ,11573,FORCEMOT
AYMSYNTEX-EQ,10285,AYMSYNTEX
NGLFINE-EQ,10277,NGLFINE
PPL-EQ,10297,PPL
STEELCITY-EQ,10406,STEELCITY
KSHITIJPOL-EQ,10407,KSHITIJPOL
LUPIN-EQ,10440,LUPIN
UTINIFTETF-EQ,10511,UTINIFTETF
GUJGASLTD-EQ,10599,GUJGASLTD
MNC-EQ,10676,MNC
INFRAIETF-EQ,10723,INFRAIETF
CANBK-EQ,10794,CANBK
GRMOVER-EQ,10871,GRMOVER
INDOCO-EQ,11677,INDOCO
SAKSOFT-EQ,11794,SAKSOFT
NH-EQ,11840,NH
63MOONS-EQ,11868,63MOONS
GRANULES-EQ,11872,GRANULES
RML-EQ,11975,RML
SASKEN-EQ,11983,SASKEN
ICIL-EQ,11987,ICIL
BBTCL-EQ,12153,BBTCL
GRASIM-EQ,1232,GRASIM
SWSOLAR-EQ,12489,SWSOLAR
CASTROLIND-EQ,1250,CASTROLIND
SECURKLOUD-EQ,11058,SECURKLOUD
GARFIBRES-EQ,1100,GARFIBRES
HARSHA-EQ,11162,HARSHA
NSIL-EQ,11239,NSIL
DREDGECORP-EQ,11271,DREDGECORP
VAIBHAVGBL-EQ,11364,VAIBHAVGBL
KRITINUT-EQ,11432,KRITINUT
AMBICAAGAR-EQ,11496,AMBICAAGAR
HDFCLOWVOL-EQ,11547,HDFCLOWVOL
LALPATHLAB-EQ,11654,LALPATHLAB
JSWSTEEL-EQ,11723,JSWSTEEL
GOKEX-EQ,11778,GOKEX
AMBER-EQ,1185,AMBER
SWELECTES-EQ,11909,SWELECTES
SPLIL-EQ,11935,SPLIL
RENUKA-EQ,12026,RENUKA
AMBUJACEM-EQ,1270,AMBUJACEM
N1NSETEST-EQ,12848,N1NSETEST
MARINE-EQ,1328,MARINE
BHAGERIA-EQ,13400,BHAGERIA
RATNAMANI-EQ,13451,RATNAMANI
GMRAIRPORT-EQ,13528,GMRAIRPORT
IRCTC-EQ,13611,IRCTC
BILVYAPAR-EQ,13625,BILVYAPAR
ALICON-EQ,13656,ALICON
HINDCOMPOS-EQ,1372,HINDCOMPOS
GESHIP-EQ,13776,GESHIP
TORNTPOWER-EQ,13786,TORNTPOWER
JINDRILL-EQ,13875,JINDRILL
LIQUID1-EQ,13950,LIQUID1
NINSYS-EQ,14194,NINSYS
HDFCSML250-EQ,14233,HDFCSML250
SMSPHARMA-EQ,14329,SMSPHARMA
JKTYRE-EQ,14435,JKTYRE
NAHARSPING-EQ,14440,NAHARSPING
EMBDL-EQ,14450,EMBDL
BANSWRAS-EQ,14511,BANSWRAS
ABSLLIQUID-EQ,14518,ABSLLIQUID
PSUBNKIETF-EQ,14584,PSUBNKIETF
INSECTICID-EQ,14657,INSECTICID
TIMETECHNO-EQ,14707,TIMETECHNO
011NSETEST-EQ,14747,011NSETEST
NELCAST-EQ,14761,NELCAST
061NSETEST-EQ,14762,061NSETEST
071NSETEST-EQ,14764,071NSETEST
091NSETEST-EQ,14769,091NSETEST
TARMAT-EQ,14771,TARMAT
ALPA-EQ,14848,ALPA
SAHYADRI-EQ,14900,SAHYADRI
GSEC10YEAR-EQ,14938,GSEC10YEAR
KSCL-EQ,14972,KSCL
MOGSEC-EQ,1507,MOGSEC
BAJAJELEC-EQ,15034,BAJAJELEC
AVALON-EQ,15058,AVALON
MADHAV-EQ,15151,MADHAV
ECLERX-EQ,15179,ECLERX
BRIGADE-EQ,15184,BRIGADE
INDIAGLYCO-EQ,1521,INDIAGLYCO
PATINTLOG-EQ,15219,PATINTLOG
JKIL-EQ,15266,JKIL
INDIANHUME-EQ,1530,INDIANHUME
SEPC-EQ,15308,SEPC
NMDC-EQ,15332,NMDC
GSS-EQ,15347,GSS
APCOTEXIND-EQ,154,APCOTEXIND
MANKIND-EQ,15380,MANKIND
NESCO-EQ,15409,NESCO
GILLETTE-EQ,1576,GILLETTE
LATTEYS-EQ,15840,LATTEYS
LINDEINDIA-EQ,1627,LINDEINDIA
BECTORFOOD-EQ,1628,BECTORFOOD
PANACHE-EQ,16292,PANACHE
BAJAJFINSV-EQ,16675,BAJAJFINSV
KOKUYOCMLN-EQ,16827,KOKUYOCMLN
PARAGMILK-EQ,17130,PARAGMILK
NEXT50-EQ,17181,NEXT50
ITETFADD-EQ,17207,ITETFADD
NAGAFERT-EQ,17295,NAGAFERT
LLOYDSME-EQ,17313,LLOYDSME
GKWLIMITED-EQ,17357,GKWLIMITED
SETF10GILT-EQ,17395,SETF10GILT
NETWEB-EQ,17433,NETWEB
CONTROLPR-EQ,17477,CONTROLPR
INCREDIBLE-EQ,17507,INCREDIBLE
DAMODARIND-EQ,17541,DAMODARIND
KANPRPLA-EQ,1782,KANPRPLA
LTGILTBEES-EQ,17700,LTGILTBEES
ASTEC-EQ,17728,ASTEC
REDTAPE-EQ,17859,REDTAPE
JSWENERGY-EQ,17869,JSWENERGY
COHANCE-EQ,17945,COHANCE
ADVENZYMES-EQ,18039,ADVENZYMES
JUBLFOOD-EQ,18096,JUBLFOOD
NIFTY1-EQ,18102,NIFTY1
VASCONEQ-EQ,18110,VASCONEQ
KARURVYSYA-EQ,1838,KARURVYSYA
DJML-EQ,12749,DJML
PERSISTENT-EQ,18365,PERSISTENT
HYBRIDFIN-EQ,12809,HYBRIDFIN
V1NSETEST-EQ,12863,V1NSETEST
ABB-EQ,13,ABB
EKC-EQ,13091,EKC
QUICKHEAL-EQ,13116,QUICKHEAL
EBBETF0433-EQ,13139,EBBETF0433
SAKUMA-EQ,13251,SAKUMA
HCL-INSYS-EQ,1327,HCL-INSYS
GPIL-EQ,13409,GPIL
JKLAKSHMI-EQ,13491,JKLAKSHMI
EMAMILTD-EQ,13517,EMAMILTD
JMFINANCIL-EQ,13637,JMFINANCIL
MADHUCON-EQ,13671,MADHUCON
SHYAMTEL-EQ,13740,SHYAMTEL
GTLINFRA-EQ,13745,GTLINFRA
MANOMAY-EQ,13753,MANOMAY
SHIVAMAUTO-EQ,13756,SHIVAMAUTO
BBL-EQ,13761,BBL
LTFOODS-EQ,13816,LTFOODS
NFL-EQ,13925,NFL
PARACABLES-EQ,13951,PARACABLES
SBGLP-EQ,14139,SBGLP
TIMKEN-EQ,14198,TIMKEN
FSL-EQ,14304,FSL
RAJTV-EQ,14403,RAJTV
NCLIND-EQ,14490,NCLIND
ADVANIHOTR-EQ,14745,ADVANIHOTR
121NSETEST-EQ,14777,121NSETEST
ADSL-EQ,14813,ADSL
WSI-EQ,14828,WSI
DECCANCE-EQ,14838,DECCANCE
LAL-EQ,14924,LAL
RBA-EQ,1494,RBA
NAGREEKCAP-EQ,14942,NAGREEKCAP
PSUBNKBEES-EQ,15032,PSUBNKBEES
PSUBANK-EQ,15061,PSUBANK
KOLTEPATIL-EQ,15124,KOLTEPATIL
RHL-EQ,15157,RHL
LICNFNHGP-EQ,15229,LICNFNHGP
BIRLAMONEY-EQ,15239,BIRLAMONEY
BHARATWIRE-EQ,16123,BHARATWIRE
INFIBEAM-EQ,16249,INFIBEAM
HGINFRA-EQ,1672,HGINFRA
ITI-EQ,1675,ITI
ARCHIDPLY-EQ,16795,ARCHIDPLY
ZFCVINDIA-EQ,16915,ZFCVINDIA
INDBANK-EQ,16933,INDBANK
ASHOKAMET-EQ,16943,ASHOKAMET
HMAAGRO-EQ,17053,HMAAGRO
CROMPTON-EQ,17094,CROMPTON
IDEAFORGE-EQ,17140,IDEAFORGE
NHPC-EQ,17400,NHPC
AMRUTANJAN-EQ,17547,AMRUTANJAN
MIDSELIETF-EQ,17702,MIDSELIETF
SARDAEN-EQ,17758,SARDAEN
QUAL30IETF-EQ,17808,QUAL30IETF
GILLANDERS-EQ,17839,GILLANDERS
DLINKINDIA-EQ,17851,DLINKINDIA
ABBOTINDIA-EQ,17903,ABBOTINDIA
BEARDSELL-EQ,17933,BEARDSELL
TRF-EQ,17987,TRF
DOLPHIN-EQ,18139,DOLPHIN
TVSSCS-EQ,18151,TVSSCS
TEXMOPIPES-EQ,18214,TEXMOPIPES
MANINFRA-EQ,18226,MANINFRA
IVZINGOLD-EQ,18292,IVZINGOLD
KAMATHOTEL-EQ,1826,KAMATHOTEL
PYRAMID-EQ,18250,PYRAMID
MITTAL-EQ,18562,MITTAL
GNA-EQ,18571,GNA
ZAGGLE-EQ,18608,ZAGGLE
KALAMANDIR-EQ,18755,KALAMANDIR
CARYSIL-EQ,1879,CARYSIL
IDFNIFTYET-EQ,18783,IDFNIFTYET
RAJRATAN-EQ,18962,RAJRATAN
UNIVASTU-EQ,18977,UNIVASTU
SILLYMONKS-EQ,19097,SILLYMONKS
KOTAKBANK-EQ,1922,KOTAKBANK
WEALTH-EQ,1923,WEALTH
VALIANTLAB-EQ,19218,VALIANTLAB
BLISSGVS-EQ,19265,BLISSGVS
EMAMIREAL-EQ,19277,EMAMIREAL
ARVIND-EQ,193,ARVIND
CAPTRUST-EQ,19447,CAPTRUST
IITL-EQ,19525,IITL
BHANDARI-EQ,19556,BHANDARI
MAXESTATES-EQ,19646,MAXESTATES
GOLDIETF-EQ,19679,GOLDIETF
MASFIN-EQ,199,MASFIN
ORISSAMINE-EQ,19931,ORISSAMINE
AHLADA-EQ,2004,AHLADA
CPCAP-EQ,20086,CPCAP
ASHOKA-EQ,20182,ASHOKA
OBEROIRLTY-EQ,20242,OBEROIRLTY
TATATECH-EQ,20293,TATATECH
FLAIR-EQ,20372,FLAIR
VTL-EQ,2073,VTL
RBZJEWEL-EQ,20874,RBZJEWEL
INNOVACAP-EQ,21062,INNOVACAP
SHEKHAWATI-EQ,21095,SHEKHAWATI
SUMMITSEC-EQ,21275,SUMMITSEC
MAGADSUGAR-EQ,21392,MAGADSUGAR
BRNL-EQ,21683,BRNL
TEXRAIL-EQ,21828,TEXRAIL
HFCL-EQ,21951,HFCL
MOTOGENFIN-EQ,2268,MOTOGENFIN
RPTECH-EQ,22670,RPTECH
JUNIPER-EQ,22824,JUNIPER
SMALLCAP-EQ,22832,SMALLCAP
PVSL-EQ,23142,PVSL
MOREALTY-EQ,23184,MOREALTY
CPSEETF-EQ,2328,CPSEETF
JAYNECOIND-EQ,2331,JAYNECOIND
SRM-EQ,23402,SRM
LIQUIDADD-EQ,23407,LIQUIDADD
ASIANPAINT-EQ,236,ASIANPAINT
BALUFORGE-EQ,23607,BALUFORGE
BSLGOLDETF-EQ,23804,BSLGOLDETF
SYMPHONY-EQ,24190,SYMPHONY
OMINFRAL-EQ,24231,OMINFRAL
ROUTE-EQ,128,ROUTE
11NSETEST-EQ,12841,11NSETEST
SARVESHWAR-EQ,12913,SARVESHWAR
TRIVENI-EQ,13081,TRIVENI
GALAXYSURF-EQ,1315,GALAXYSURF
NITINSPIN-EQ,13175,NITINSPIN
HDFCBANK-EQ,1333,HDFCBANK
AFSL-EQ,13288,AFSL
SDBL-EQ,1338,SDBL
GALLANTT-EQ,13337,GALLANTT
RSYSTEMS-EQ,13414,RSYSTEMS
ELIN-EQ,13423,ELIN
LOKESHMACH-EQ,13436,LOKESHMACH
ANDHRSUGAR-EQ,136,ANDHRSUGAR
ATLANTAA-EQ,13585,ATLANTAA
VISHWARAJ-EQ,13702,VISHWARAJ
NAUKRI-EQ,13751,NAUKRI
HINDOILEXP-EQ,1403,HINDOILEXP
HINDPETRO-EQ,1406,HINDPETRO
AUTOIND-EQ,14106,AUTOIND
TVSSRICHAK-EQ,14245,TVSSRICHAK
PFC-EQ,14299,PFC
IDEA-EQ,14366,IDEA
LAOPALA-EQ,14423,LAOPALA
BALAMINES-EQ,14501,BALAMINES
BIRLANU-EQ,1455,BIRLANU
DISHTV-EQ,14537,DISHTV
PHOENIXLTD-EQ,14552,PHOENIXLTD
BFUTILITIE-EQ,14567,BFUTILITIE
GSLSU-EQ,14599,GSLSU
TGBHOTELS-EQ,14607,TGBHOTELS
HGS-EQ,14712,HGS
V2RETAIL-EQ,14766,V2RETAIL
111NSETEST-EQ,14774,111NSETEST
REPL-EQ,1480,REPL
VIPCLOTHNG-EQ,14843,VIPCLOTHNG
USK-EQ,14871,USK
KDDL-EQ,14908,KDDL
CENTUM-EQ,14982,CENTUM
DELTACORP-EQ,15044,DELTACORP
SILVERETF-EQ,15085,SILVERETF
INDIACEM-EQ,1515,INDIACEM
CEATLTD-EQ,15254,CEATLTD
BANG-EQ,15303,BANG
APOLLOHOSP-EQ,157,APOLLOHOSP
EBBETF0430-EQ,16253,EBBETF0430
SUNDROP-EQ,1663,SUNDROP
IKIO-EQ,16822,IKIO
THYROCARE-EQ,17032,THYROCARE
JBCHEPHARM-EQ,1726,JBCHEPHARM
SETFGOLD-EQ,17272,SETFGOLD
SETCO-EQ,17514,SETCO
JINDALPOLY-EQ,1756,JINDALPOLY
SUNTECK-EQ,17641,SUNTECK
POKARNA-EQ,17651,POKARNA
NIITMTS-EQ,17747,NIITMTS
GATECH-EQ,17888,GATECH
SBICARD-EQ,17971,SBICARD
KABRAEXTRU-EQ,1805,KABRAEXTRU
UNITEDTEA-EQ,17999,UNITEDTEA
CONCORDBIO-EQ,18060,CONCORDBIO
KAJARIACER-EQ,1808,KAJARIACER
DBL-EQ,18086,DBL
DBREALTY-EQ,18124,DBREALTY
LGBBROSLTD-EQ,18321,LGBBROSLTD
NDGL-EQ,18371,NDGL
ASIANHOTNR-EQ,18422,ASIANHOTNR
BIGBLOC-EQ,18431,BIGBLOC
LTTS-EQ,18564,LTTS
NUVAMA-EQ,18721,NUVAMA
AARVI-EQ,19073,AARVI
ITBEES-EQ,19084,ITBEES
UGARSUGAR-EQ,19578,UGARSUGAR
BLUEJET-EQ,19686,BLUEJET
SASTASUNDR-EQ,20063,SASTASUNDR
ARIHANTSUP-EQ,20159,ARIHANTSUP
WABAG-EQ,20188,WABAG
URJA-EQ,20203,URJA
GANDHAR-EQ,20303,GANDHAR
SHANKARA-EQ,20321,SHANKARA
COALINDIA-EQ,20374,COALINDIA
CHENNPETRO-EQ,2049,CHENNPETRO
WIPL-EQ,20481,WIPL
ASHIMASYN-EQ,206,ASHIMASYN
AXISGOLD-EQ,20532,AXISGOLD
MOTISONS-EQ,20788,MOTISONS
HUDCO-EQ,20825,HUDCO
KIRLOSENG-EQ,20936,KIRLOSENG
PSB-EQ,21001,PSB
FMNL-EQ,21017,FMNL
STOVEKRAFT-EQ,2107,STOVEKRAFT
TEJASNET-EQ,21131,TEJASNET
ERIS-EQ,21154,ERIS
JYOTICNC-EQ,21334,JYOTICNC
TATAGOLD-EQ,21401,TATAGOLD
LASA-EQ,21713,LASA
CAPACITE-EQ,21749,CAPACITE
GENCON-EQ,2188,GENCON
INDTERRAIN-EQ,21957,INDTERRAIN
MODTHREAD-EQ,2241,MODTHREAD
MAXHEALTH-EQ,22377,MAXHEALTH
HDFCNIFBAN-EQ,22433,HDFCNIFBAN
PENINLAND-EQ,2256,PENINLAND
CAPITALSFB-EQ,22675,CAPITALSFB
MRPL-EQ,2283,MRPL
MTNL-EQ,2294,MTNL
GOLDCASE-EQ,22901,GOLDCASE
SINCLAIR-EQ,23480,SINCLAIR
NAVNETEDUL-EQ,2385,NAVNETEDUL
MIDSMALL-EQ,23855,MIDSMALL
SANDHAR-EQ,2397,SANDHAR
BBNPNBETF-EQ,24117,BBNPNBETF
RAILTEL-EQ,2431,RAILTEL
VSTTILLERS-EQ,24292,VSTTILLERS
G1NSETEST-EQ,12842,G1NSETEST
NPBET-EQ,12978,NPBET
SAFARI-EQ,13035,SAFARI
UNIPARTS-EQ,13057,UNIPARTS
VIMTALABS-EQ,13101,VIMTALABS
PVRINOX-EQ,13147,PVRINOX
JAGRAN-EQ,13211,JAGRAN
KFINTECH-EQ,13359,KFINTECH
BALPHARMA-EQ,13441,BALPHARMA
PIONEEREMB-EQ,13463,PIONEEREMB
NECCLTD-EQ,13522,NECCLTD
VIDHIING-EQ,13536,VIDHIING
TECHM-EQ,13538,TECHM
BANKETFADD-EQ,13644,BANKETFADD
AERONEU-EQ,13689,AERONEU
BAIDFIN-EQ,13794,BAIDFIN
SOBHA-EQ,13826,SOBHA
HIRECT-EQ,13890,HIRECT
ZEEMEDIA-EQ,14003,ZEEMEDIA
SANGHVIMOV-EQ,14058,SANGHVIMOV
AGI-EQ,1412,AGI
GOLDETF-EQ,14286,GOLDETF
ORIENTALTL-EQ,14346,ORIENTALTL
NAHARPOLY-EQ,14445,NAHARPOLY
THEMISMED-EQ,14485,THEMISMED
WEBELSOLAR-EQ,14602,WEBELSOLAR
051NSETEST-EQ,14758,051NSETEST
161NSETEST-EQ,14784,161NSETEST
PURVA-EQ,14922,PURVA
SHIVAMILLS-EQ,1497,SHIVAMILLS
CSBBANK-EQ,14966,CSBBANK
POWERGRID-EQ,14977,POWERGRID
MANGCHEFER-EQ,15007,MANGCHEFER
ASTERDM-EQ,1508,ASTERDM
BLAL-EQ,15067,BLAL
RGL-EQ,15129,RGL
HITECHCORP-EQ,15161,HITECHCORP
TARIL-EQ,15174,TARIL
RPOWER-EQ,15259,RPOWER
IRB-EQ,15313,IRB
RAIN-EQ,15337,RAIN
TITAGARH-EQ,15414,TITAGARH
GMMPFAUDLR-EQ,1570,GMMPFAUDLR
AVG-EQ,15589,AVG
HINDWAREAP-EQ,15883,HINDWAREAP
BAJAJ-AUTO-EQ,16669,BAJAJ-AUTO
RPGLIFE-EQ,16725,RPGLIFE
GVT&D-EQ,16783,GVT&D
VINYLINDIA-EQ,16821,VINYLINDIA
ALKALI-EQ,16959,ALKALI
COUNCODOS-EQ,16986,COUNCODOS
AARTECH-EQ,17145,AARTECH
CYIENTDLM-EQ,17187,CYIENTDLM
PAKKA-EQ,17197,PAKKA
ALBERTDAVD-EQ,17256,ALBERTDAVD
BLS-EQ,17279,BLS
MHRIL-EQ,17333,MHRIL
UTKARSHBNK-EQ,17358,UTKARSHBNK
VINATIORGA-EQ,17364,VINATIORGA
MGL-EQ,17534,MGL
ALOKINDS-EQ,17675,ALOKINDS
REFEX-EQ,17764,REFEX
ATL-EQ,17778,ATL
LTIM-EQ,17818,LTIM
KPIL-EQ,1814,KPIL
JIOFIN-EQ,18143,JIOFIN
AEROFLEX-EQ,18268,AEROFLEX
HDFCLIQUID-EQ,18279,HDFCLIQUID
VPRPL-EQ,18341,VPRPL
CUPID-EQ,18520,CUPID
DIAMINESQ-EQ,18644,DIAMINESQ
YATRA-EQ,18760,YATRA
MAZDA-EQ,18866,MAZDA
VBL-EQ,18921,VBL
KIRLOSIND-EQ,19025,KIRLOSIND
UDS-EQ,19113,UDS
UMESLTD-EQ,19142,UMESLTD
HMVL-EQ,19211,HMVL
TCIEXP-EQ,19223,TCIEXP
ITDC-EQ,19299,ITDC
TICL-EQ,19501,TICL
ALPHAETF-EQ,19640,ALPHAETF
JITFINFRA-EQ,19691,JITFINFRA
CELLO-EQ,19795,CELLO
ESAFSFB-EQ,19878,ESAFSFB
INDIGOPNTS-EQ,2048,INDIGOPNTS
DOMS-EQ,20551,DOMS
INDIASHLTR-EQ,20556,INDIASHLTR
INOXINDIA-EQ,20607,INOXINDIA
MUTHOOTMF-EQ,20831,MUTHOOTMF
PSPPROJECT-EQ,20877,PSPPROJECT
MUFTI-EQ,20878,MUFTI
KICL-EQ,21119,KICL
DIGIDRIVE-EQ,21247,DIGIDRIVE
DAVANGERE-EQ,21794,DAVANGERE
ACC-EQ,22,ACC
MAXIND-EQ,22428,MAXIND
NOVAAGRI-EQ,22477,NOVAAGRI
ENTERO-EQ,22717,ENTERO
MUKKA-EQ,22980,MUKKA
BESTAGRO-EQ,2306,BESTAGRO
MUNJALSHOW-EQ,2307,MUNJALSHOW
SAMHI-EQ,18614,SAMHI
HPL-EQ,18679,HPL
SIGNATURE-EQ,18743,SIGNATURE
SUNDARAM-EQ,18931,SUNDARAM
JSWINFRA-EQ,19020,JSWINFRA
TI-EQ,19196,TI
SENSEXETF-EQ,19224,SENSEXETF
AMNPLST-EQ,19867,AMNPLST
UNIDT-EQ,201,UNIDT
ASKAUTOLTD-EQ,20152,ASKAUTOLTD
CANTABIL-EQ,20160,CANTABIL
ASHAPURMIN-EQ,203,ASHAPURMIN
LYKALABS-EQ,2028,LYKALABS
HOMEFIRST-EQ,2056,HOMEFIRST
JINDWORLD-EQ,20642,JINDWORLD
AZAD-EQ,20905,AZAD
MANGLMCEM-EQ,2106,MANGLMCEM
SURANASOL-EQ,21077,SURANASOL
AXISNIFTY-EQ,21252,AXISNIFTY
GANGESSECU-EQ,21399,GANGESSECU
MEDIASSIST-EQ,21705,MEDIASSIST
DCAL-EQ,21704,DCAL
ICICIGI-EQ,21770,ICICIGI
NIFTYBETF-EQ,21959,NIFTYBETF
UTIBANKETF-EQ,22440,UTIBANKETF
MOREPENLAB-EQ,2259,MOREPENLAB
PFS-EQ,22602,PFS
BANDHANBNK-EQ,2263,BANDHANBNK
HAL-EQ,2303,HAL
MURUDCERA-EQ,2313,MURUDCERA
FILATFASH-EQ,23647,FILATFASH
AADHARHFC-EQ,23729,AADHARHFC
NEULANDLAB-EQ,2406,NEULANDLAB
AFIL-EQ,24159,AFIL
CONSUMBEES-EQ,2435,CONSUMBEES
181NSETEST-EQ,23447,181NSETEST
LIQUIDBETF-EQ,23915,LIQUIDBETF
RETAIL-EQ,24145,RETAIL
NILKAMAL-EQ,2421,NILKAMAL
NKIND-EQ,2439,NKIND
SILVER1-EQ,13082,SILVER1
AIAENG-EQ,13086,AIAENG
KERNEX-EQ,13121,KERNEX
LANDMARK-EQ,13276,LANDMARK
KAMDHENU-EQ,13457,KAMDHENU
HEROMOTOCO-EQ,1348,HEROMOTOCO
VOLTAMP-EQ,13577,VOLTAMP
ACE-EQ,13587,ACE
SELAN-EQ,13598,SELAN
HIMATSEIDE-EQ,1360,HIMATSEIDE
SKYGOLD-EQ,13631,SKYGOLD
SUTLEJTEX-EQ,13801,SUTLEJTEX
MMFL-EQ,13844,MMFL
BANCOINDIA-EQ,13880,BANCOINDIA
CREST-EQ,13900,CREST
SARLAPOLY-EQ,14043,SARLAPOLY
SAGCEM-EQ,14068,SAGCEM
IGPL-EQ,14086,IGPL
PITTIENG-EQ,14134,PITTIENG
BTML-EQ,14150,BTML
NSLNISP-EQ,14180,NSLNISP
HUBTOWN-EQ,14203,HUBTOWN
GODREJAGRO-EQ,144,GODREJAGRO
AMDIND-EQ,14398,AMDIND
ASTRAL-EQ,14418,ASTRAL
SANOFI-EQ,1442,SANOFI
HLVLTD-EQ,1448,HLVLTD
DIVGIITTS-EQ,14479,DIVGIITTS
GOKULAGRO-EQ,14480,GOKULAGRO
SRHHYPOLTD-EQ,14582,SRHHYPOLTD
FORTIS-EQ,14592,FORTIS
CHEMBOND-EQ,14618,CHEMBOND
NAGREEKEXP-EQ,14702,NAGREEKEXP
IDBI-EQ,1476,IDBI
IFBAGRO-EQ,1482,IFBAGRO
MOTILALOFS-EQ,14947,MOTILALOFS
CERA-EQ,15039,CERA
MANAKSIA-EQ,15199,MANAKSIA
ARIES-EQ,15204,ARIES
QGOLDHALF-EQ,15330,QGOLDHALF
SHALPAINTS-EQ,15342,SHALPAINTS
INGERRAND-EQ,1597,INGERRAND
FAIRCHEMOR-EQ,1614,FAIRCHEMOR
PAVNAIND-EQ,16192,PAVNAIND
IPCALAB-EQ,1633,IPCALAB
MMP-EQ,16395,MMP
ITC-EQ,1660,ITC
ALMONDZ-EQ,16719,ALMONDZ
QNIFTY-EQ,16819,QNIFTY
SINDHUTRAD-EQ,16859,SINDHUTRAD
TOUCHWOOD-EQ,16908,TOUCHWOOD
TPHQ-EQ,16996,TPHQ
SHRIPISTON-EQ,17186,SHRIPISTON
JAYSREETEA-EQ,1720,JAYSREETEA
MOLDTECH-EQ,17625,MOLDTECH
GPTINFRA-EQ,17685,GPTINFRA
QUESS-EQ,17704,QUESS
LLOYDSENGG-EQ,17801,LLOYDSENGG
DBCORP-EQ,17881,DBCORP
AWHCL-EQ,1797,AWHCL
KAKATCEM-EQ,1811,KAKATCEM
HATHWAY-EQ,18154,HATHWAY
HNGSNGBEES-EQ,18284,HNGSNGBEES
KANORICHEM-EQ,1835,KANORICHEM
RRKABEL-EQ,18566,RRKABEL
EMSLIMITED-EQ,18593,EMSLIMITED
MASKINVEST-EQ,18727,MASKINVEST
ENDURANCE-EQ,18822,ENDURANCE
KAPSTON-EQ,18967,KAPSTON
PODDARMENT-EQ,19036,PODDARMENT
MANAPPURAM-EQ,19061,MANAPPURAM
NBIFIN-EQ,19111,NBIFIN
HEADSUP-EQ,19205,HEADSUP
LAURUSLABS-EQ,19234,LAURUSLABS
MONIFTY500-EQ,19237,MONIFTY500
THEJO-EQ,19279,THEJO
ROSSARI-EQ,19410,ROSSARI
IRMENERGY-EQ,19597,IRMENERGY
